"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","DKK","Danish Krone","6","Millions",,,51935,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","DKK","Danish Krone","6","Millions",,,50643,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","DKK","Danish Krone","6","Millions",,,50559,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","DKK","Danish Krone","6","Millions",,,50935,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","DKK","Danish Krone","6","Millions",,,51565,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","DKK","Danish Krone","6","Millions",,,52490,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","DKK","Danish Krone","6","Millions",,,53454,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","DKK","Danish Krone","6","Millions",,,54097,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","DKK","Danish Krone","6","Millions",,,55701,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","DKK","Danish Krone","6","Millions",,,55679,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","DKK","Danish Krone","6","Millions",,,54627,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","DKK","Danish Krone","6","Millions",,,52485,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","DKK","Danish Krone","6","Millions",,,53787,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","DKK","Danish Krone","6","Millions",,,53643,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","DKK","Danish Krone","6","Millions",,,54246,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","DKK","Danish Krone","6","Millions",,,57850,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","DKK","Danish Krone","6","Millions",,,55954,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","DKK","Danish Krone","6","Millions",,,56383,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","DKK","Danish Krone","6","Millions",,,57269,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","DKK","Danish Krone","6","Millions",,,57682,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","DKK","Danish Krone","6","Millions",,,58652,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","DKK","Danish Krone","6","Millions",,,57970,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","DKK","Danish Krone","6","Millions",,,59224,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","DKK","Danish Krone","6","Millions",,,59187,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","DKK","Danish Krone","6","Millions",,,59319,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","DKK","Danish Krone","6","Millions",,,59160,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","DKK","Danish Krone","6","Millions",,,60649,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","DKK","Danish Krone","6","Millions",,,61985,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","DKK","Danish Krone","6","Millions",,,60884,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","DKK","Danish Krone","6","Millions",,,60840,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","DKK","Danish Krone","6","Millions",,,60379,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","DKK","Danish Krone","6","Millions",,,59049,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","DKK","Danish Krone","6","Millions",,,60032,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","DKK","Danish Krone","6","Millions",,,59937,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","DKK","Danish Krone","6","Millions",,,60242,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","DKK","Danish Krone","6","Millions",,,58288,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","DKK","Danish Krone","6","Millions",,,60151,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","DKK","Danish Krone","6","Millions",,,60802,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","DKK","Danish Krone","6","Millions",,,59869,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","DKK","Danish Krone","6","Millions",,,60769,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","DKK","Danish Krone","6","Millions",,,60428,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","DKK","Danish Krone","6","Millions",,,59097,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","DKK","Danish Krone","6","Millions",,,60698,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","DKK","Danish Krone","6","Millions",,,61081,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","DKK","Danish Krone","6","Millions",,,60865,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","DKK","Danish Krone","6","Millions",,,61038,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","DKK","Danish Krone","6","Millions",,,62263,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","DKK","Danish Krone","6","Millions",,,62861,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","DKK","Danish Krone","6","Millions",,,63272,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","DKK","Danish Krone","6","Millions",,,63322,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","DKK","Danish Krone","6","Millions",,,63054,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","DKK","Danish Krone","6","Millions",,,63453,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","DKK","Danish Krone","6","Millions",,,63558,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","DKK","Danish Krone","6","Millions",,,63099,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","DKK","Danish Krone","6","Millions",,,63947,,
"DNK","Denmark","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","DKK","Danish Krone","6","Millions",,,63037,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1991-Q1","Q1-1991","EUR","Euro","6","Millions",,,61137,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1991-Q2","Q2-1991","EUR","Euro","6","Millions",,,60685,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1991-Q3","Q3-1991","EUR","Euro","6","Millions",,,61505,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1991-Q4","Q4-1991","EUR","Euro","6","Millions",,,70688,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1992-Q1","Q1-1992","EUR","Euro","6","Millions",,,63653,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1992-Q2","Q2-1992","EUR","Euro","6","Millions",,,64002,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1992-Q3","Q3-1992","EUR","Euro","6","Millions",,,63576,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1992-Q4","Q4-1992","EUR","Euro","6","Millions",,,72591,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1993-Q1","Q1-1993","EUR","Euro","6","Millions",,,64731,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1993-Q2","Q2-1993","EUR","Euro","6","Millions",,,64641,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1993-Q3","Q3-1993","EUR","Euro","6","Millions",,,64620,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1993-Q4","Q4-1993","EUR","Euro","6","Millions",,,73670,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1994-Q1","Q1-1994","EUR","Euro","6","Millions",,,66373,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1994-Q2","Q2-1994","EUR","Euro","6","Millions",,,65055,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1994-Q3","Q3-1994","EUR","Euro","6","Millions",,,65696,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1994-Q4","Q4-1994","EUR","Euro","6","Millions",,,74017,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1995-Q1","Q1-1995","EUR","Euro","6","Millions",,,67284,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1995-Q2","Q2-1995","EUR","Euro","6","Millions",,,68237,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1995-Q3","Q3-1995","EUR","Euro","6","Millions",,,67508,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1995-Q4","Q4-1995","EUR","Euro","6","Millions",,,74609,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1996-Q1","Q1-1996","EUR","Euro","6","Millions",,,70122,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1996-Q2","Q2-1996","EUR","Euro","6","Millions",,,68795,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1996-Q3","Q3-1996","EUR","Euro","6","Millions",,,68555,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1996-Q4","Q4-1996","EUR","Euro","6","Millions",,,77120,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1997-Q1","Q1-1997","EUR","Euro","6","Millions",,,69502,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1997-Q2","Q2-1997","EUR","Euro","6","Millions",,,69954,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1997-Q3","Q3-1997","EUR","Euro","6","Millions",,,69457,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1997-Q4","Q4-1997","EUR","Euro","6","Millions",,,78809,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1998-Q1","Q1-1998","EUR","Euro","6","Millions",,,68881,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1998-Q2","Q2-1998","EUR","Euro","6","Millions",,,70429,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1998-Q3","Q3-1998","EUR","Euro","6","Millions",,,69992,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1998-Q4","Q4-1998","EUR","Euro","6","Millions",,,79406,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1999-Q1","Q1-1999","EUR","Euro","6","Millions",,,71450,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1999-Q2","Q2-1999","EUR","Euro","6","Millions",,,71794,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1999-Q3","Q3-1999","EUR","Euro","6","Millions",,,71512,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","1999-Q4","Q4-1999","EUR","Euro","6","Millions",,,81355,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2000-Q1","Q1-2000","EUR","Euro","6","Millions",,,74318,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2000-Q2","Q2-2000","EUR","Euro","6","Millions",,,75273,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2000-Q3","Q3-2000","EUR","Euro","6","Millions",,,75065,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2000-Q4","Q4-2000","EUR","Euro","6","Millions",,,83507,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2001-Q1","Q1-2001","EUR","Euro","6","Millions",,,79174,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2001-Q2","Q2-2001","EUR","Euro","6","Millions",,,78390,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2001-Q3","Q3-2001","EUR","Euro","6","Millions",,,78475,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2001-Q4","Q4-2001","EUR","Euro","6","Millions",,,87718,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2002-Q1","Q1-2002","EUR","Euro","6","Millions",,,79102,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2002-Q2","Q2-2002","EUR","Euro","6","Millions",,,77612,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2002-Q3","Q3-2002","EUR","Euro","6","Millions",,,78564,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2002-Q4","Q4-2002","EUR","Euro","6","Millions",,,88793,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2003-Q1","Q1-2003","EUR","Euro","6","Millions",,,79807,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2003-Q2","Q2-2003","EUR","Euro","6","Millions",,,79791,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2003-Q3","Q3-2003","EUR","Euro","6","Millions",,,80039,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2003-Q4","Q4-2003","EUR","Euro","6","Millions",,,89702,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2004-Q1","Q1-2004","EUR","Euro","6","Millions",,,81868,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2004-Q2","Q2-2004","EUR","Euro","6","Millions",,,82110,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2004-Q3","Q3-2004","EUR","Euro","6","Millions",,,82418,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2004-Q4","Q4-2004","EUR","Euro","6","Millions",,,92144,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2005-Q1","Q1-2005","EUR","Euro","6","Millions",,,84002,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2005-Q2","Q2-2005","EUR","Euro","6","Millions",,,85129,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2005-Q3","Q3-2005","EUR","Euro","6","Millions",,,85081,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2005-Q4","Q4-2005","EUR","Euro","6","Millions",,,93470,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2006-Q1","Q1-2006","EUR","Euro","6","Millions",,,87508,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2006-Q2","Q2-2006","EUR","Euro","6","Millions",,,88311,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2006-Q3","Q3-2006","EUR","Euro","6","Millions",,,87725,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2006-Q4","Q4-2006","EUR","Euro","6","Millions",,,94121,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2007-Q1","Q1-2007","EUR","Euro","6","Millions",,,87435,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2007-Q2","Q2-2007","EUR","Euro","6","Millions",,,89090,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2007-Q3","Q3-2007","EUR","Euro","6","Millions",,,88165,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2007-Q4","Q4-2007","EUR","Euro","6","Millions",,,98049,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2008-Q1","Q1-2008","EUR","Euro","6","Millions",,,90514,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2008-Q2","Q2-2008","EUR","Euro","6","Millions",,,92914,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2008-Q3","Q3-2008","EUR","Euro","6","Millions",,,93040,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2008-Q4","Q4-2008","EUR","Euro","6","Millions",,,99435,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2009-Q1","Q1-2009","EUR","Euro","6","Millions",,,90070,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2009-Q2","Q2-2009","EUR","Euro","6","Millions",,,90304,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2009-Q3","Q3-2009","EUR","Euro","6","Millions",,,89049,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2009-Q4","Q4-2009","EUR","Euro","6","Millions",,,96471,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2010-Q1","Q1-2010","EUR","Euro","6","Millions",,,92937,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2010-Q2","Q2-2010","EUR","Euro","6","Millions",,,94409,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2010-Q3","Q3-2010","EUR","Euro","6","Millions",,,93960,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2010-Q4","Q4-2010","EUR","Euro","6","Millions",,,103059,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2011-Q1","Q1-2011","EUR","Euro","6","Millions",,,94984,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2011-Q2","Q2-2011","EUR","Euro","6","Millions",,,98029,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2011-Q3","Q3-2011","EUR","Euro","6","Millions",,,97487,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2011-Q4","Q4-2011","EUR","Euro","6","Millions",,,105462,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q1","Q1-2012","EUR","Euro","6","Millions",,,100275,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q2","Q2-2012","EUR","Euro","6","Millions",,,101384,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q3","Q3-2012","EUR","Euro","6","Millions",,,99310,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2012-Q4","Q4-2012","EUR","Euro","6","Millions",,,108764,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q1","Q1-2013","EUR","Euro","6","Millions",,,103098,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q2","Q2-2013","EUR","Euro","6","Millions",,,103668,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q3","Q3-2013","EUR","Euro","6","Millions",,,102941,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2013-Q4","Q4-2013","EUR","Euro","6","Millions",,,109432,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q1","Q1-2014","EUR","Euro","6","Millions",,,101577,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q2","Q2-2014","EUR","Euro","6","Millions",,,103853,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q3","Q3-2014","EUR","Euro","6","Millions",,,103804,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","Millions",,,110607,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","Millions",,,102336,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","Millions",,,104668,,
"DEU","Germany","P313B","Non-durable goods","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","Millions",,,104663,,
