"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","CAD","Canadian Dollar","6","Millions",,,14655,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","CAD","Canadian Dollar","6","Millions",,,14918,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","CAD","Canadian Dollar","6","Millions",,,15645,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","CAD","Canadian Dollar","6","Millions",,,16015,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","CAD","Canadian Dollar","6","Millions",,,16429,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","CAD","Canadian Dollar","6","Millions",,,16856,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","CAD","Canadian Dollar","6","Millions",,,17194,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","CAD","Canadian Dollar","6","Millions",,,17201,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","CAD","Canadian Dollar","6","Millions",,,17382,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","CAD","Canadian Dollar","6","Millions",,,17698,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","CAD","Canadian Dollar","6","Millions",,,18216,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","CAD","Canadian Dollar","6","Millions",,,18609,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","CAD","Canadian Dollar","6","Millions",,,18820,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","CAD","Canadian Dollar","6","Millions",,,19138,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","CAD","Canadian Dollar","6","Millions",,,19220,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","CAD","Canadian Dollar","6","Millions",,,19658,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","CAD","Canadian Dollar","6","Millions",,,20130,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","CAD","Canadian Dollar","6","Millions",,,20201,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","CAD","Canadian Dollar","6","Millions",,,20757,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","CAD","Canadian Dollar","6","Millions",,,21059,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","CAD","Canadian Dollar","6","Millions",,,21099,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","CAD","Canadian Dollar","6","Millions",,,21155,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","CAD","Canadian Dollar","6","Millions",,,21616,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","CAD","Canadian Dollar","6","Millions",,,21781,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","CAD","Canadian Dollar","6","Millions",,,21795,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q2","Q2-1987","CAD","Canadian Dollar","6","Millions",,,22543,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q3","Q3-1987","CAD","Canadian Dollar","6","Millions",,,22893,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q4","Q4-1987","CAD","Canadian Dollar","6","Millions",,,23043,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q1","Q1-1988","CAD","Canadian Dollar","6","Millions",,,23361,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q2","Q2-1988","CAD","Canadian Dollar","6","Millions",,,23644,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q3","Q3-1988","CAD","Canadian Dollar","6","Millions",,,24132,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q4","Q4-1988","CAD","Canadian Dollar","6","Millions",,,24413,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q1","Q1-1989","CAD","Canadian Dollar","6","Millions",,,24668,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q2","Q2-1989","CAD","Canadian Dollar","6","Millions",,,25292,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q3","Q3-1989","CAD","Canadian Dollar","6","Millions",,,25742,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q4","Q4-1989","CAD","Canadian Dollar","6","Millions",,,26055,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q1","Q1-1990","CAD","Canadian Dollar","6","Millions",,,26319,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q2","Q2-1990","CAD","Canadian Dollar","6","Millions",,,26719,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q3","Q3-1990","CAD","Canadian Dollar","6","Millions",,,27066,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q4","Q4-1990","CAD","Canadian Dollar","6","Millions",,,27450,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","CAD","Canadian Dollar","6","Millions",,,27771,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","CAD","Canadian Dollar","6","Millions",,,28186,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","CAD","Canadian Dollar","6","Millions",,,28361,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","CAD","Canadian Dollar","6","Millions",,,28079,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","CAD","Canadian Dollar","6","Millions",,,28150,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","CAD","Canadian Dollar","6","Millions",,,28414,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","CAD","Canadian Dollar","6","Millions",,,28579,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","CAD","Canadian Dollar","6","Millions",,,28898,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","CAD","Canadian Dollar","6","Millions",,,29213,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","CAD","Canadian Dollar","6","Millions",,,29237,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","CAD","Canadian Dollar","6","Millions",,,29336,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","CAD","Canadian Dollar","6","Millions",,,29484,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","CAD","Canadian Dollar","6","Millions",,,29657,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","CAD","Canadian Dollar","6","Millions",,,29218,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","CAD","Canadian Dollar","6","Millions",,,29486,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","CAD","Canadian Dollar","6","Millions",,,29522,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","CAD","Canadian Dollar","6","Millions",,,29740,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","CAD","Canadian Dollar","6","Millions",,,30303,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","CAD","Canadian Dollar","6","Millions",,,30413,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","CAD","Canadian Dollar","6","Millions",,,30431,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","CAD","Canadian Dollar","6","Millions",,,30783,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","CAD","Canadian Dollar","6","Millions",,,31312,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","CAD","Canadian Dollar","6","Millions",,,31097,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","CAD","Canadian Dollar","6","Millions",,,31689,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","CAD","Canadian Dollar","6","Millions",,,32076,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","CAD","Canadian Dollar","6","Millions",,,32421,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","CAD","Canadian Dollar","6","Millions",,,32738,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","CAD","Canadian Dollar","6","Millions",,,32505,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","CAD","Canadian Dollar","6","Millions",,,32806,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","CAD","Canadian Dollar","6","Millions",,,33242,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","CAD","Canadian Dollar","6","Millions",,,33473,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","CAD","Canadian Dollar","6","Millions",,,33542,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","CAD","Canadian Dollar","6","Millions",,,33979,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","CAD","Canadian Dollar","6","Millions",,,34750,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","CAD","Canadian Dollar","6","Millions",,,35430,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","CAD","Canadian Dollar","6","Millions",,,36033,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","CAD","Canadian Dollar","6","Millions",,,36583,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","CAD","Canadian Dollar","6","Millions",,,37232,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","CAD","Canadian Dollar","6","Millions",,,38146,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","CAD","Canadian Dollar","6","Millions",,,38922,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","CAD","Canadian Dollar","6","Millions",,,38848,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","CAD","Canadian Dollar","6","Millions",,,40103,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","CAD","Canadian Dollar","6","Millions",,,39844,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","CAD","Canadian Dollar","6","Millions",,,39347,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","CAD","Canadian Dollar","6","Millions",,,40188,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","CAD","Canadian Dollar","6","Millions",,,41206,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","CAD","Canadian Dollar","6","Millions",,,42200,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","CAD","Canadian Dollar","6","Millions",,,43066,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","CAD","Canadian Dollar","6","Millions",,,44206,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","CAD","Canadian Dollar","6","Millions",,,43773,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","CAD","Canadian Dollar","6","Millions",,,44313,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","CAD","Canadian Dollar","6","Millions",,,44201,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","CAD","Canadian Dollar","6","Millions",,,45222,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","CAD","Canadian Dollar","6","Millions",,,45993,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","CAD","Canadian Dollar","6","Millions",,,46569,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","CAD","Canadian Dollar","6","Millions",,,47312,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","CAD","Canadian Dollar","6","Millions",,,47789,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","CAD","Canadian Dollar","6","Millions",,,48330,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","CAD","Canadian Dollar","6","Millions",,,49280,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","CAD","Canadian Dollar","6","Millions",,,49431,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","CAD","Canadian Dollar","6","Millions",,,49880,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","CAD","Canadian Dollar","6","Millions",,,50810,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","CAD","Canadian Dollar","6","Millions",,,51068,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","CAD","Canadian Dollar","6","Millions",,,50414,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","CAD","Canadian Dollar","6","Millions",,,51651,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","CAD","Canadian Dollar","6","Millions",,,52939,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","CAD","Canadian Dollar","6","Millions",,,53009,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","CAD","Canadian Dollar","6","Millions",,,54180,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","CAD","Canadian Dollar","6","Millions",,,54960,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","CAD","Canadian Dollar","6","Millions",,,56181,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","CAD","Canadian Dollar","6","Millions",,,57382,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","CAD","Canadian Dollar","6","Millions",,,55381,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","CAD","Canadian Dollar","6","Millions",,,55262,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","CAD","Canadian Dollar","6","Millions",,,55127,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","CAD","Canadian Dollar","6","Millions",,,55588,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","CAD","Canadian Dollar","6","Millions",,,56383,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","CAD","Canadian Dollar","6","Millions",,,57254,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","CAD","Canadian Dollar","6","Millions",,,57282,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","CAD","Canadian Dollar","6","Millions",,,58187,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","CAD","Canadian Dollar","6","Millions",,,59332,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","CAD","Canadian Dollar","6","Millions",,,60307,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","CAD","Canadian Dollar","6","Millions",,,61264,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","CAD","Canadian Dollar","6","Millions",,,61923,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","CAD","Canadian Dollar","6","Millions",,,62279,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","CAD","Canadian Dollar","6","Millions",,,62347,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","CAD","Canadian Dollar","6","Millions",,,62479,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","CAD","Canadian Dollar","6","Millions",,,63081,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","CAD","Canadian Dollar","6","Millions",,,63631,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","CAD","Canadian Dollar","6","Millions",,,63996,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","CAD","Canadian Dollar","6","Millions",,,64235,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","CAD","Canadian Dollar","6","Millions",,,65317,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","CAD","Canadian Dollar","6","Millions",,,66292,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","CAD","Canadian Dollar","6","Millions",,,67150,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","CAD","Canadian Dollar","6","Millions",,,67653,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","CAD","Canadian Dollar","6","Millions",,,67668,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","CAD","Canadian Dollar","6","Millions",,,67807,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","CAD","Canadian Dollar","6","Millions",,,67239,,
"CAN","Canada","P313B","Non-durable goods","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","CAD","Canadian Dollar","6","Millions",,,67393,,
