"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1991-Q1","Q1-1991","IDX","Index","0","Units","2015_100","2015=100",57.57164,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1991-Q2","Q2-1991","IDX","Index","0","Units","2015_100","2015=100",57.72943,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1991-Q3","Q3-1991","IDX","Index","0","Units","2015_100","2015=100",57.91014,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1991-Q4","Q4-1991","IDX","Index","0","Units","2015_100","2015=100",58.30549,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1992-Q1","Q1-1992","IDX","Index","0","Units","2015_100","2015=100",57.76105,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1992-Q2","Q2-1992","IDX","Index","0","Units","2015_100","2015=100",57.68382,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1992-Q3","Q3-1992","IDX","Index","0","Units","2015_100","2015=100",57.88073,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1992-Q4","Q4-1992","IDX","Index","0","Units","2015_100","2015=100",58.80956,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1993-Q1","Q1-1993","IDX","Index","0","Units","2015_100","2015=100",59.15602,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1993-Q2","Q2-1993","IDX","Index","0","Units","2015_100","2015=100",60.18654,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1993-Q3","Q3-1993","IDX","Index","0","Units","2015_100","2015=100",59.5504,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1993-Q4","Q4-1993","IDX","Index","0","Units","2015_100","2015=100",60.46462,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1994-Q1","Q1-1994","IDX","Index","0","Units","2015_100","2015=100",61.82309,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1994-Q2","Q2-1994","IDX","Index","0","Units","2015_100","2015=100",62.18214,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1994-Q3","Q3-1994","IDX","Index","0","Units","2015_100","2015=100",63.54413,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1994-Q4","Q4-1994","IDX","Index","0","Units","2015_100","2015=100",63.44669,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2015_100","2015=100",62.923,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2015_100","2015=100",63.73297,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2015_100","2015=100",65.01091,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2015_100","2015=100",65.52574,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2015_100","2015=100",67.20364,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2015_100","2015=100",66.40387,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2015_100","2015=100",66.65946,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2015_100","2015=100",67.05382,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2015_100","2015=100",66.0828,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2015_100","2015=100",67.41362,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2015_100","2015=100",68.06113,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2015_100","2015=100",69.16126,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1998-Q1","Q1-1998","IDX","Index","0","Units","2015_100","2015=100",69.33941,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1998-Q2","Q2-1998","IDX","Index","0","Units","2015_100","2015=100",70.24178,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1998-Q3","Q3-1998","IDX","Index","0","Units","2015_100","2015=100",70.02588,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1998-Q4","Q4-1998","IDX","Index","0","Units","2015_100","2015=100",70.30611,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1999-Q1","Q1-1999","IDX","Index","0","Units","2015_100","2015=100",71.33674,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1999-Q2","Q2-1999","IDX","Index","0","Units","2015_100","2015=100",70.0442,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1999-Q3","Q3-1999","IDX","Index","0","Units","2015_100","2015=100",70.53191,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","1999-Q4","Q4-1999","IDX","Index","0","Units","2015_100","2015=100",70.89625,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2015_100","2015=100",73.66166,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2015_100","2015=100",73.95021,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2015_100","2015=100",74.89661,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2000-Q4","Q4-2000","IDX","Index","0","Units","2015_100","2015=100",75.19553,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2015_100","2015=100",74.8771,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2015_100","2015=100",75.28753,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2015_100","2015=100",75.21714,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2015_100","2015=100",76.30656,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2015_100","2015=100",77.07208,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2015_100","2015=100",77.09914,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2015_100","2015=100",77.47385,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2015_100","2015=100",78.30475,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2015_100","2015=100",78.48112,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2015_100","2015=100",77.49087,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2015_100","2015=100",77.03889,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2015_100","2015=100",77.1709,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2015_100","2015=100",78.28774,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2015_100","2015=100",78.09949,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2015_100","2015=100",78.24354,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2004-Q4","Q4-2004","IDX","Index","0","Units","2015_100","2015=100",77.9791,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2005-Q1","Q1-2005","IDX","Index","0","Units","2015_100","2015=100",79.12648,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2005-Q2","Q2-2005","IDX","Index","0","Units","2015_100","2015=100",80.1086,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2005-Q3","Q3-2005","IDX","Index","0","Units","2015_100","2015=100",79.66549,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2005-Q4","Q4-2005","IDX","Index","0","Units","2015_100","2015=100",79.2859,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2006-Q1","Q1-2006","IDX","Index","0","Units","2015_100","2015=100",78.6211,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2006-Q2","Q2-2006","IDX","Index","0","Units","2015_100","2015=100",79.62772,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2006-Q3","Q3-2006","IDX","Index","0","Units","2015_100","2015=100",81.7102,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2006-Q4","Q4-2006","IDX","Index","0","Units","2015_100","2015=100",83.13287,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2015_100","2015=100",83.03399,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2015_100","2015=100",83.06994,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2015_100","2015=100",84.14566,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2015_100","2015=100",84.29475,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2015_100","2015=100",86.08979,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2015_100","2015=100",86.7775,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2015_100","2015=100",86.98839,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2015_100","2015=100",84.64063,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2015_100","2015=100",83.96114,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2015_100","2015=100",84.10024,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2015_100","2015=100",85.05646,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2015_100","2015=100",87.2577,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2015_100","2015=100",88.77514,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2015_100","2015=100",88.78265,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2015_100","2015=100",88.73779,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2015_100","2015=100",88.23108,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015_100","2015=100",86.64716,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015_100","2015=100",89.0435,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015_100","2015=100",90.5442,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015_100","2015=100",91.25737,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015_100","2015=100",91.43855,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015_100","2015=100",90.94412,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015_100","2015=100",93.06463,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015_100","2015=100",93.35889,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015_100","2015=100",92.67026,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015_100","2015=100",93.33772,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015_100","2015=100",94.59452,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015_100","2015=100",95.63872,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015_100","2015=100",96.8818,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015_100","2015=100",98.24609,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015_100","2015=100",99.24828,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015_100","2015=100",99.04051,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015_100","2015=100",99.42165,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015_100","2015=100",98.6665,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015_100","2015=100",100.957,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015_100","2015=100",100.8556,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015_100","2015=100",102.4624,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015_100","2015=100",101.7165,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015_100","2015=100",101.3971,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015_100","2015=100",102.1947,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015_100","2015=100",101.6265,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015_100","2015=100",102.9545,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015_100","2015=100",104.0043,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015_100","2015=100",104.1,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",106.5684,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",107.1319,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015_100","2015=100",107.0868,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015_100","2015=100",107.601,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015_100","2015=100",108.2671,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015_100","2015=100",109.4619,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015_100","2015=100",110.2225,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015_100","2015=100",110.7101,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015_100","2015=100",110.901,,
"PRINTO01","Production of total industry sa, Index","AUS","Australia","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015_100","2015=100",107.187,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1991-Q1","Q1-1991","IDX","Index","0","Units","2015_100","2015=100",65.59541,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1991-Q2","Q2-1991","IDX","Index","0","Units","2015_100","2015=100",65.71664,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1991-Q3","Q3-1991","IDX","Index","0","Units","2015_100","2015=100",66.32001,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1991-Q4","Q4-1991","IDX","Index","0","Units","2015_100","2015=100",65.72573,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1992-Q1","Q1-1992","IDX","Index","0","Units","2015_100","2015=100",66.0036,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1992-Q2","Q2-1992","IDX","Index","0","Units","2015_100","2015=100",66.3952,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1992-Q3","Q3-1992","IDX","Index","0","Units","2015_100","2015=100",66.19846,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1992-Q4","Q4-1992","IDX","Index","0","Units","2015_100","2015=100",67.56558,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1993-Q1","Q1-1993","IDX","Index","0","Units","2015_100","2015=100",68.7496,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1993-Q2","Q2-1993","IDX","Index","0","Units","2015_100","2015=100",69.12489,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1993-Q3","Q3-1993","IDX","Index","0","Units","2015_100","2015=100",69.73782,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1993-Q4","Q4-1993","IDX","Index","0","Units","2015_100","2015=100",70.59493,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1994-Q1","Q1-1994","IDX","Index","0","Units","2015_100","2015=100",71.43105,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1994-Q2","Q2-1994","IDX","Index","0","Units","2015_100","2015=100",73.44242,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1994-Q3","Q3-1994","IDX","Index","0","Units","2015_100","2015=100",74.94206,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1994-Q4","Q4-1994","IDX","Index","0","Units","2015_100","2015=100",76.33252,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1995-Q1","Q1-1995","IDX","Index","0","Units","2015_100","2015=100",78.07258,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1995-Q2","Q2-1995","IDX","Index","0","Units","2015_100","2015=100",77.43795,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1995-Q3","Q3-1995","IDX","Index","0","Units","2015_100","2015=100",77.10525,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1995-Q4","Q4-1995","IDX","Index","0","Units","2015_100","2015=100",76.9698,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1996-Q1","Q1-1996","IDX","Index","0","Units","2015_100","2015=100",77.36636,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1996-Q2","Q2-1996","IDX","Index","0","Units","2015_100","2015=100",77.74941,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1996-Q3","Q3-1996","IDX","Index","0","Units","2015_100","2015=100",78.97279,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1996-Q4","Q4-1996","IDX","Index","0","Units","2015_100","2015=100",79.17669,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1997-Q1","Q1-1997","IDX","Index","0","Units","2015_100","2015=100",81.0648,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1997-Q2","Q2-1997","IDX","Index","0","Units","2015_100","2015=100",82.00883,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1997-Q3","Q3-1997","IDX","Index","0","Units","2015_100","2015=100",83.44503,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1997-Q4","Q4-1997","IDX","Index","0","Units","2015_100","2015=100",84.42722,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1998-Q1","Q1-1998","IDX","Index","0","Units","2015_100","2015=100",84.99117,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1998-Q2","Q2-1998","IDX","Index","0","Units","2015_100","2015=100",85.0453,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1998-Q3","Q3-1998","IDX","Index","0","Units","2015_100","2015=100",84.96924,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1998-Q4","Q4-1998","IDX","Index","0","Units","2015_100","2015=100",86.63685,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1999-Q1","Q1-1999","IDX","Index","0","Units","2015_100","2015=100",88.43956,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1999-Q2","Q2-1999","IDX","Index","0","Units","2015_100","2015=100",89.02447,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1999-Q3","Q3-1999","IDX","Index","0","Units","2015_100","2015=100",91.26887,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","1999-Q4","Q4-1999","IDX","Index","0","Units","2015_100","2015=100",93.11938,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2000-Q1","Q1-2000","IDX","Index","0","Units","2015_100","2015=100",94.96186,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2000-Q2","Q2-2000","IDX","Index","0","Units","2015_100","2015=100",96.37424,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2000-Q3","Q3-2000","IDX","Index","0","Units","2015_100","2015=100",97.72287,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2000-Q4","Q4-2000","IDX","Index","0","Units","2015_100","2015=100",98.26997,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2001-Q1","Q1-2001","IDX","Index","0","Units","2015_100","2015=100",95.42496,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2001-Q2","Q2-2001","IDX","Index","0","Units","2015_100","2015=100",94.96008,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2001-Q3","Q3-2001","IDX","Index","0","Units","2015_100","2015=100",92.91338,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2001-Q4","Q4-2001","IDX","Index","0","Units","2015_100","2015=100",91.8504,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2002-Q1","Q1-2002","IDX","Index","0","Units","2015_100","2015=100",94.66027,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2002-Q2","Q2-2002","IDX","Index","0","Units","2015_100","2015=100",96.06775,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2002-Q3","Q3-2002","IDX","Index","0","Units","2015_100","2015=100",96.15639,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2002-Q4","Q4-2002","IDX","Index","0","Units","2015_100","2015=100",95.39277,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2003-Q1","Q1-2003","IDX","Index","0","Units","2015_100","2015=100",95.50005,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2003-Q2","Q2-2003","IDX","Index","0","Units","2015_100","2015=100",94.86332,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2003-Q3","Q3-2003","IDX","Index","0","Units","2015_100","2015=100",95.39018,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2003-Q4","Q4-2003","IDX","Index","0","Units","2015_100","2015=100",96.87435,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2004-Q1","Q1-2004","IDX","Index","0","Units","2015_100","2015=100",96.80016,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2004-Q2","Q2-2004","IDX","Index","0","Units","2015_100","2015=100",97.4902,,
"PRINTO01","Production of total industry sa, Index","CAN","Canada","Q","Quarterly","2004-Q3","Q3-2004","IDX","Index","0","Units","2015_100","2015=100",98.14637,,
