"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q1","Q1-1979","AUD","Australian Dollar","6","Millions",,,30447,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q2","Q2-1979","AUD","Australian Dollar","6","Millions",,,30918,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q3","Q3-1979","AUD","Australian Dollar","6","Millions",,,31989,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1979-Q4","Q4-1979","AUD","Australian Dollar","6","Millions",,,33267,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q1","Q1-1980","AUD","Australian Dollar","6","Millions",,,34165,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q2","Q2-1980","AUD","Australian Dollar","6","Millions",,,34943,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q3","Q3-1980","AUD","Australian Dollar","6","Millions",,,36094,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1980-Q4","Q4-1980","AUD","Australian Dollar","6","Millions",,,37753,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q1","Q1-1981","AUD","Australian Dollar","6","Millions",,,38507,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q2","Q2-1981","AUD","Australian Dollar","6","Millions",,,39937,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q3","Q3-1981","AUD","Australian Dollar","6","Millions",,,42103,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1981-Q4","Q4-1981","AUD","Australian Dollar","6","Millions",,,43303,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q1","Q1-1982","AUD","Australian Dollar","6","Millions",,,44225,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q2","Q2-1982","AUD","Australian Dollar","6","Millions",,,45919,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q3","Q3-1982","AUD","Australian Dollar","6","Millions",,,46482,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1982-Q4","Q4-1982","AUD","Australian Dollar","6","Millions",,,47222,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q1","Q1-1983","AUD","Australian Dollar","6","Millions",,,47623,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q2","Q2-1983","AUD","Australian Dollar","6","Millions",,,48167,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q3","Q3-1983","AUD","Australian Dollar","6","Millions",,,50941,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1983-Q4","Q4-1983","AUD","Australian Dollar","6","Millions",,,52339,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q1","Q1-1984","AUD","Australian Dollar","6","Millions",,,54520,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q2","Q2-1984","AUD","Australian Dollar","6","Millions",,,55701,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q3","Q3-1984","AUD","Australian Dollar","6","Millions",,,56378,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1984-Q4","Q4-1984","AUD","Australian Dollar","6","Millions",,,57313,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q1","Q1-1985","AUD","Australian Dollar","6","Millions",,,59469,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q2","Q2-1985","AUD","Australian Dollar","6","Millions",,,61784,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q3","Q3-1985","AUD","Australian Dollar","6","Millions",,,63247,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1985-Q4","Q4-1985","AUD","Australian Dollar","6","Millions",,,64490,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q1","Q1-1986","AUD","Australian Dollar","6","Millions",,,65704,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q2","Q2-1986","AUD","Australian Dollar","6","Millions",,,66878,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q3","Q3-1986","AUD","Australian Dollar","6","Millions",,,68129,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1986-Q4","Q4-1986","AUD","Australian Dollar","6","Millions",,,70403,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q1","Q1-1987","AUD","Australian Dollar","6","Millions",,,72181,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q2","Q2-1987","AUD","Australian Dollar","6","Millions",,,74890,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q3","Q3-1987","AUD","Australian Dollar","6","Millions",,,77317,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1987-Q4","Q4-1987","AUD","Australian Dollar","6","Millions",,,79636,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q1","Q1-1988","AUD","Australian Dollar","6","Millions",,,82534,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q2","Q2-1988","AUD","Australian Dollar","6","Millions",,,84564,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q3","Q3-1988","AUD","Australian Dollar","6","Millions",,,87588,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1988-Q4","Q4-1988","AUD","Australian Dollar","6","Millions",,,90414,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q1","Q1-1989","AUD","Australian Dollar","6","Millions",,,93093,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q2","Q2-1989","AUD","Australian Dollar","6","Millions",,,96622,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q3","Q3-1989","AUD","Australian Dollar","6","Millions",,,98459,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1989-Q4","Q4-1989","AUD","Australian Dollar","6","Millions",,,100201,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q1","Q1-1990","AUD","Australian Dollar","6","Millions",,,102030,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q2","Q2-1990","AUD","Australian Dollar","6","Millions",,,103976,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q3","Q3-1990","AUD","Australian Dollar","6","Millions",,,103359,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1990-Q4","Q4-1990","AUD","Australian Dollar","6","Millions",,,104632,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q1","Q1-1991","AUD","Australian Dollar","6","Millions",,,103200,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q2","Q2-1991","AUD","Australian Dollar","6","Millions",,,103262,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q3","Q3-1991","AUD","Australian Dollar","6","Millions",,,104072,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1991-Q4","Q4-1991","AUD","Australian Dollar","6","Millions",,,105061,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q1","Q1-1992","AUD","Australian Dollar","6","Millions",,,106598,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q2","Q2-1992","AUD","Australian Dollar","6","Millions",,,106990,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q3","Q3-1992","AUD","Australian Dollar","6","Millions",,,108009,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1992-Q4","Q4-1992","AUD","Australian Dollar","6","Millions",,,110176,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q1","Q1-1993","AUD","Australian Dollar","6","Millions",,,112060,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q2","Q2-1993","AUD","Australian Dollar","6","Millions",,,113186,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q3","Q3-1993","AUD","Australian Dollar","6","Millions",,,113060,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1993-Q4","Q4-1993","AUD","Australian Dollar","6","Millions",,,115460,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q1","Q1-1994","AUD","Australian Dollar","6","Millions",,,117747,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q2","Q2-1994","AUD","Australian Dollar","6","Millions",,,119302,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q3","Q3-1994","AUD","Australian Dollar","6","Millions",,,122767,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1994-Q4","Q4-1994","AUD","Australian Dollar","6","Millions",,,122044,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q1","Q1-1995","AUD","Australian Dollar","6","Millions",,,124268,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q2","Q2-1995","AUD","Australian Dollar","6","Millions",,,125930,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q3","Q3-1995","AUD","Australian Dollar","6","Millions",,,128629,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1995-Q4","Q4-1995","AUD","Australian Dollar","6","Millions",,,131131,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q1","Q1-1996","AUD","Australian Dollar","6","Millions",,,132815,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q2","Q2-1996","AUD","Australian Dollar","6","Millions",,,134908,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q3","Q3-1996","AUD","Australian Dollar","6","Millions",,,135642,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1996-Q4","Q4-1996","AUD","Australian Dollar","6","Millions",,,137622,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q1","Q1-1997","AUD","Australian Dollar","6","Millions",,,138863,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q2","Q2-1997","AUD","Australian Dollar","6","Millions",,,142402,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q3","Q3-1997","AUD","Australian Dollar","6","Millions",,,143403,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1997-Q4","Q4-1997","AUD","Australian Dollar","6","Millions",,,147237,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q1","Q1-1998","AUD","Australian Dollar","6","Millions",,,148292,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q2","Q2-1998","AUD","Australian Dollar","6","Millions",,,149438,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q3","Q3-1998","AUD","Australian Dollar","6","Millions",,,152069,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1998-Q4","Q4-1998","AUD","Australian Dollar","6","Millions",,,154920,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q1","Q1-1999","AUD","Australian Dollar","6","Millions",,,156322,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q2","Q2-1999","AUD","Australian Dollar","6","Millions",,,157276,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q3","Q3-1999","AUD","Australian Dollar","6","Millions",,,160279,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","1999-Q4","Q4-1999","AUD","Australian Dollar","6","Millions",,,163103,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q1","Q1-2000","AUD","Australian Dollar","6","Millions",,,168019,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q2","Q2-2000","AUD","Australian Dollar","6","Millions",,,170024,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q3","Q3-2000","AUD","Australian Dollar","6","Millions",,,174175,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2000-Q4","Q4-2000","AUD","Australian Dollar","6","Millions",,,173190,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q1","Q1-2001","AUD","Australian Dollar","6","Millions",,,178097,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q2","Q2-2001","AUD","Australian Dollar","6","Millions",,,179846,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q3","Q3-2001","AUD","Australian Dollar","6","Millions",,,183605,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2001-Q4","Q4-2001","AUD","Australian Dollar","6","Millions",,,186231,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q1","Q1-2002","AUD","Australian Dollar","6","Millions",,,190377,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q2","Q2-2002","AUD","Australian Dollar","6","Millions",,,193792,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q3","Q3-2002","AUD","Australian Dollar","6","Millions",,,196474,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2002-Q4","Q4-2002","AUD","Australian Dollar","6","Millions",,,199727,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q1","Q1-2003","AUD","Australian Dollar","6","Millions",,,201886,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q2","Q2-2003","AUD","Australian Dollar","6","Millions",,,203741,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q3","Q3-2003","AUD","Australian Dollar","6","Millions",,,208465,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2003-Q4","Q4-2003","AUD","Australian Dollar","6","Millions",,,213633,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q1","Q1-2004","AUD","Australian Dollar","6","Millions",,,217858,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q2","Q2-2004","AUD","Australian Dollar","6","Millions",,,221113,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q3","Q3-2004","AUD","Australian Dollar","6","Millions",,,224393,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2004-Q4","Q4-2004","AUD","Australian Dollar","6","Millions",,,228247,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","AUD","Australian Dollar","6","Millions",,,232431,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","AUD","Australian Dollar","6","Millions",,,237213,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","AUD","Australian Dollar","6","Millions",,,243250,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","AUD","Australian Dollar","6","Millions",,,248116,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","AUD","Australian Dollar","6","Millions",,,250981,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","AUD","Australian Dollar","6","Millions",,,254642,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","AUD","Australian Dollar","6","Millions",,,262410,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","AUD","Australian Dollar","6","Millions",,,269047,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","AUD","Australian Dollar","6","Millions",,,275620,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","AUD","Australian Dollar","6","Millions",,,280071,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","AUD","Australian Dollar","6","Millions",,,284607,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","AUD","Australian Dollar","6","Millions",,,290070,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","AUD","Australian Dollar","6","Millions",,,297007,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","AUD","Australian Dollar","6","Millions",,,305459,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","AUD","Australian Dollar","6","Millions",,,315545,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","AUD","Australian Dollar","6","Millions",,,316132,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","AUD","Australian Dollar","6","Millions",,,316267,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","AUD","Australian Dollar","6","Millions",,,312431,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","AUD","Australian Dollar","6","Millions",,,313617,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","AUD","Australian Dollar","6","Millions",,,320072,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","AUD","Australian Dollar","6","Millions",,,327094,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","AUD","Australian Dollar","6","Millions",,,339490,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","AUD","Australian Dollar","6","Millions",,,344371,,
"AUS","Australia","B1_GE","Gross domestic product - expenditure approach","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","AUD","Australian Dollar","6","Millions",,,350477,,
