"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-03","Mar-1993","IDX","Index","0","Units","2015_100","2015=100",81.53459,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-04","Apr-1993","IDX","Index","0","Units","2015_100","2015=100",82.40545,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-05","May-1993","IDX","Index","0","Units","2015_100","2015=100",77.18027,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-06","Jun-1993","IDX","Index","0","Units","2015_100","2015=100",82.29659,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-07","Jul-1993","IDX","Index","0","Units","2015_100","2015=100",87.08634,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-08","Aug-1993","IDX","Index","0","Units","2015_100","2015=100",85.88891,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-09","Sep-1993","IDX","Index","0","Units","2015_100","2015=100",86.10662,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-10","Oct-1993","IDX","Index","0","Units","2015_100","2015=100",80.9903,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-11","Nov-1993","IDX","Index","0","Units","2015_100","2015=100",81.64345,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1993-12","Dec-1993","IDX","Index","0","Units","2015_100","2015=100",79.79286,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-01","Jan-1994","IDX","Index","0","Units","2015_100","2015=100",89.15464,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-02","Feb-1994","IDX","Index","0","Units","2015_100","2015=100",87.41292,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-03","Mar-1994","IDX","Index","0","Units","2015_100","2015=100",89.80779,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-04","Apr-1994","IDX","Index","0","Units","2015_100","2015=100",86.65091,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-05","May-1994","IDX","Index","0","Units","2015_100","2015=100",92.31152,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-06","Jun-1994","IDX","Index","0","Units","2015_100","2015=100",92.09381,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-07","Jul-1994","IDX","Index","0","Units","2015_100","2015=100",91.00523,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-08","Aug-1994","IDX","Index","0","Units","2015_100","2015=100",87.1952,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-09","Sep-1994","IDX","Index","0","Units","2015_100","2015=100",88.93693,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-10","Oct-1994","IDX","Index","0","Units","2015_100","2015=100",90.24323,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-11","Nov-1994","IDX","Index","0","Units","2015_100","2015=100",92.96467,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1994-12","Dec-1994","IDX","Index","0","Units","2015_100","2015=100",98.62528,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-01","Jan-1995","IDX","Index","0","Units","2015_100","2015=100",97.21013,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-02","Feb-1995","IDX","Index","0","Units","2015_100","2015=100",94.48869,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-03","Mar-1995","IDX","Index","0","Units","2015_100","2015=100",94.81525,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-04","Apr-1995","IDX","Index","0","Units","2015_100","2015=100",94.92411,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-05","May-1995","IDX","Index","0","Units","2015_100","2015=100",94.37982,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-06","Jun-1995","IDX","Index","0","Units","2015_100","2015=100",93.18239,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-07","Jul-1995","IDX","Index","0","Units","2015_100","2015=100",88.71922,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-08","Aug-1995","IDX","Index","0","Units","2015_100","2015=100",91.22295,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-09","Sep-1995","IDX","Index","0","Units","2015_100","2015=100",91.76723,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-10","Oct-1995","IDX","Index","0","Units","2015_100","2015=100",93.50896,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-11","Nov-1995","IDX","Index","0","Units","2015_100","2015=100",95.90383,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1995-12","Dec-1995","IDX","Index","0","Units","2015_100","2015=100",99.27843,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-01","Jan-1996","IDX","Index","0","Units","2015_100","2015=100",89.69894,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-02","Feb-1996","IDX","Index","0","Units","2015_100","2015=100",94.7064,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-03","Mar-1996","IDX","Index","0","Units","2015_100","2015=100",96.12155,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-04","Apr-1996","IDX","Index","0","Units","2015_100","2015=100",98.29871,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-05","May-1996","IDX","Index","0","Units","2015_100","2015=100",95.14183,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-06","Jun-1996","IDX","Index","0","Units","2015_100","2015=100",96.23041,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-07","Jul-1996","IDX","Index","0","Units","2015_100","2015=100",95.79498,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-08","Aug-1996","IDX","Index","0","Units","2015_100","2015=100",98.29871,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-09","Sep-1996","IDX","Index","0","Units","2015_100","2015=100",97.42785,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-10","Oct-1996","IDX","Index","0","Units","2015_100","2015=100",94.92411,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-11","Nov-1996","IDX","Index","0","Units","2015_100","2015=100",93.18239,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1996-12","Dec-1996","IDX","Index","0","Units","2015_100","2015=100",95.25069,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-01","Jan-1997","IDX","Index","0","Units","2015_100","2015=100",98.08099,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-02","Feb-1997","IDX","Index","0","Units","2015_100","2015=100",98.18985,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-03","Mar-1997","IDX","Index","0","Units","2015_100","2015=100",97.53671,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-04","Apr-1997","IDX","Index","0","Units","2015_100","2015=100",98.62528,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-05","May-1997","IDX","Index","0","Units","2015_100","2015=100",99.605,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-06","Jun-1997","IDX","Index","0","Units","2015_100","2015=100",100.4759,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-07","Jul-1997","IDX","Index","0","Units","2015_100","2015=100",99.16957,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-08","Aug-1997","IDX","Index","0","Units","2015_100","2015=100",96.66584,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-09","Sep-1997","IDX","Index","0","Units","2015_100","2015=100",99.16957,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-10","Oct-1997","IDX","Index","0","Units","2015_100","2015=100",103.0885,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-11","Nov-1997","IDX","Index","0","Units","2015_100","2015=100",105.701,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1997-12","Dec-1997","IDX","Index","0","Units","2015_100","2015=100",105.1568,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-01","Jan-1998","IDX","Index","0","Units","2015_100","2015=100",102.4353,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-02","Feb-1998","IDX","Index","0","Units","2015_100","2015=100",101.4556,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-03","Mar-1998","IDX","Index","0","Units","2015_100","2015=100",103.415,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-04","Apr-1998","IDX","Index","0","Units","2015_100","2015=100",97.86328,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-05","May-1998","IDX","Index","0","Units","2015_100","2015=100",98.29871,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-06","Jun-1998","IDX","Index","0","Units","2015_100","2015=100",110.3819,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-07","Jul-1998","IDX","Index","0","Units","2015_100","2015=100",115.0628,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-08","Aug-1998","IDX","Index","0","Units","2015_100","2015=100",109.8376,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-09","Sep-1998","IDX","Index","0","Units","2015_100","2015=100",108.8579,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-10","Oct-1998","IDX","Index","0","Units","2015_100","2015=100",97.21013,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-11","Nov-1998","IDX","Index","0","Units","2015_100","2015=100",96.55698,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1998-12","Dec-1998","IDX","Index","0","Units","2015_100","2015=100",95.57726,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-01","Jan-1999","IDX","Index","0","Units","2015_100","2015=100",104.2859,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-02","Feb-1999","IDX","Index","0","Units","2015_100","2015=100",102.3265,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-03","Mar-1999","IDX","Index","0","Units","2015_100","2015=100",104.5036,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-04","Apr-1999","IDX","Index","0","Units","2015_100","2015=100",98.18985,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-05","May-1999","IDX","Index","0","Units","2015_100","2015=100",101.7822,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-06","Jun-1999","IDX","Index","0","Units","2015_100","2015=100",101.2379,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-07","Jul-1999","IDX","Index","0","Units","2015_100","2015=100",99.71386,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-08","Aug-1999","IDX","Index","0","Units","2015_100","2015=100",97.86328,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-09","Sep-1999","IDX","Index","0","Units","2015_100","2015=100",103.7416,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-10","Oct-1999","IDX","Index","0","Units","2015_100","2015=100",106.6808,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-11","Nov-1999","IDX","Index","0","Units","2015_100","2015=100",108.4225,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","1999-12","Dec-1999","IDX","Index","0","Units","2015_100","2015=100",110.9262,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-01","Jan-2000","IDX","Index","0","Units","2015_100","2015=100",107,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-02","Feb-2000","IDX","Index","0","Units","2015_100","2015=100",107,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-03","Mar-2000","IDX","Index","0","Units","2015_100","2015=100",108.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-04","Apr-2000","IDX","Index","0","Units","2015_100","2015=100",108.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-05","May-2000","IDX","Index","0","Units","2015_100","2015=100",112.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units","2015_100","2015=100",110.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units","2015_100","2015=100",107.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units","2015_100","2015=100",111.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units","2015_100","2015=100",108.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units","2015_100","2015=100",110.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units","2015_100","2015=100",110.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units","2015_100","2015=100",115.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units","2015_100","2015=100",110.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units","2015_100","2015=100",115,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units","2015_100","2015=100",114.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units","2015_100","2015=100",113.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-05","May-2001","IDX","Index","0","Units","2015_100","2015=100",108.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units","2015_100","2015=100",108.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units","2015_100","2015=100",110.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units","2015_100","2015=100",114.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units","2015_100","2015=100",112.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units","2015_100","2015=100",109.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units","2015_100","2015=100",117.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units","2015_100","2015=100",113.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units","2015_100","2015=100",115.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units","2015_100","2015=100",113.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units","2015_100","2015=100",111.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units","2015_100","2015=100",115.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-05","May-2002","IDX","Index","0","Units","2015_100","2015=100",113.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units","2015_100","2015=100",112.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units","2015_100","2015=100",114.1,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units","2015_100","2015=100",112.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units","2015_100","2015=100",113.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units","2015_100","2015=100",117.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units","2015_100","2015=100",114.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units","2015_100","2015=100",112.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units","2015_100","2015=100",113.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units","2015_100","2015=100",115.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units","2015_100","2015=100",112.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units","2015_100","2015=100",114.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-05","May-2003","IDX","Index","0","Units","2015_100","2015=100",112.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units","2015_100","2015=100",113.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units","2015_100","2015=100",113.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units","2015_100","2015=100",115.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units","2015_100","2015=100",117,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units","2015_100","2015=100",114.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units","2015_100","2015=100",112.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units","2015_100","2015=100",111.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units","2015_100","2015=100",111.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units","2015_100","2015=100",111.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units","2015_100","2015=100",112.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units","2015_100","2015=100",114.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-05","May-2004","IDX","Index","0","Units","2015_100","2015=100",114.1,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units","2015_100","2015=100",114.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units","2015_100","2015=100",111.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units","2015_100","2015=100",111.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units","2015_100","2015=100",112.1,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units","2015_100","2015=100",110.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units","2015_100","2015=100",112.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units","2015_100","2015=100",111.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units","2015_100","2015=100",113.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units","2015_100","2015=100",113,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units","2015_100","2015=100",117,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units","2015_100","2015=100",119.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-05","May-2005","IDX","Index","0","Units","2015_100","2015=100",117.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units","2015_100","2015=100",116.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units","2015_100","2015=100",110.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units","2015_100","2015=100",116.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units","2015_100","2015=100",119.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units","2015_100","2015=100",113.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units","2015_100","2015=100",112.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units","2015_100","2015=100",117,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units","2015_100","2015=100",118.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units","2015_100","2015=100",120.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units","2015_100","2015=100",118.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units","2015_100","2015=100",118,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-05","May-2006","IDX","Index","0","Units","2015_100","2015=100",122,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units","2015_100","2015=100",121.3,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units","2015_100","2015=100",118.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units","2015_100","2015=100",119.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units","2015_100","2015=100",115,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units","2015_100","2015=100",121,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units","2015_100","2015=100",120,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units","2015_100","2015=100",122.1,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units","2015_100","2015=100",116.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units","2015_100","2015=100",118.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units","2015_100","2015=100",114.6,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units","2015_100","2015=100",113.9,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-05","May-2007","IDX","Index","0","Units","2015_100","2015=100",112.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units","2015_100","2015=100",115.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units","2015_100","2015=100",114,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units","2015_100","2015=100",115.7,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units","2015_100","2015=100",113.1,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units","2015_100","2015=100",118.8,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units","2015_100","2015=100",117.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units","2015_100","2015=100",114.5,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units","2015_100","2015=100",117.4,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units","2015_100","2015=100",114.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units","2015_100","2015=100",116.2,,
"PRINTO01","Production of total industry sa, Index","DNK","Denmark","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units","2015_100","2015=100",115,,
