zeta, bbeta_h, bbeta_f, gma_h, gma_f, ies_h, ies_f, chi, sigma, varsigma_h, varsigma_f, l_target, delta, aalpha, chiX, inv_share_h, varphi_w, vareps_w, phi_pi_h, phi_pi_f, phi_y_h, phi_y_f, tayl_ic_h, tayl_ic_f, rho_i, b_lmbd, bg_yss, sig_z, std_zf, rho_zf, disast_p, disast_shock, p_rho, p_std, omg_mean, omg_std, omg_shift, omg_rho, corr_omg_dis, tht_trgt_h, theta_h_dev, k_dev_param, k_grid_adj, w_dev_param, w_grid_adj, ih_grid_mean, if_grid_mean, ih_grid_dev, if_grid_dev, mu_k, mu_tht, mu_zf, mu_wh, mu_wf, mu_p, mu_ih, mu_if, mu_omg, n_quad_z, n_quad_zf, n_quad_p, n_quad_omg, foreign_trading, run_bg,  run_samp
1.600000, 0.988792, 0.989250, 21.000000, 23.800000, 0.750000, 0.750000, 0.750000, 1.500000, 0.784615, 0.134615, 1.000000, 0.025000, 0.330000, 3.000000, 0.384615, 400.000000, 20.000000, 1.500000, 1.500000, 0.000000, 0.000000, 0.004900, 0.004700, 0.000000, 0.280000, 0.127000, 0.001650, 0.011400, 0.900000, -5.644891, 0.100000, 0.750000, 0.832555, -4.605170, 0.000000, -0.010000, 0.400000, 1.000000, 0.349615, 0.100000, 0.100000, 1.025000, 0.050000, 1.010000, 0.005000, 0.005000, 0.050000, 0.050000, 3.000000, 3.000000, 3.000000, 3.000000, 3.000000, 3.000000, 0.000000, 0.000000, 0.000000, 3.000000, 3.000000, 5.000000, 1.000000, 1.000000, 0.000000,  0.000000
