 Line, Type of investment,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted ,Not seasonally adjusted,Not seasonally adjusted
 Line, Type of investment,2006,2006,2006,2006,2007 ,2007 ,2007 ,2007 ,2008,2008,2008,2008,2009 ,2009 ,2009 ,2009 ,2010,2010,2010,2010,2011 ,2011 ,2011 ,2011 ,2012,2012,2012,2012,2013 ,2013 ,2013 ,2013 ,2014,2014,2014,2014,2015 ,2015 ,2015 ,2015 ,2016,2016,2016,2016,2017 ,2017 ,2017 ,2017 ,2018,2018,2018,2018,2019 ,2019 ,2019 ,2019 ,2020,2020
 Line, Type of investment,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 ,Q3,Q4 ,Q1,Q2 
1,U.S. net international investment position (line 4 less line 36),-1655616,-1678770,-2005759,-1807819,-1654166,-1421382,-1231443,-1278830,-1849030,-1834418,-3309018,-3994625,-3856030,-3199376,-2669479,-2626940,-2769046,-3180635,-2746288,-2511072,-2638416,-2785304,-4134034,-4454616,-4546660,-5220622,-4952111,-4517094,-5041011,-5463827,-4928606,-5367563,-5427447,-5408562,-6140811,-6944154,-6868829,-6772449,-7299578,-7460181,-7754542,-8205746,-7983363,-8129303,-7912846,-7775667,-7525468,-7622208,-7715094,-8776068,-9539807,-9674443,-10144995,-10487872,-10935439,-11050506,-12163277,-13045854
28,        Monetary gold,152221,160430,156703,165267,173047,170105,194294,218025,244109,243259,231296,227439,239664,244371,260388,284380,291702,325305,341779,367537,376297,393687,423628,400355,434742,418006,464422,433434,417941,311707,346878,314975,337791,343871,318113,315368,310399,306215,291310,277189,323474,345375,345832,299652,325527,324847,335529,337595,346185,326991,310465,334457,338746,368452,388404,396106,420739,462356
29,        Special drawing rights,8344,8618,8655,8870,8948,9018,9301,9476,9892,9849,9418,9340,9082,9437,57945,57814,55996,54551,57410,56824,56543,57234,55875,54956,55460,54341,55232,55050,53704,53881,54966,55184,55394,55411,53148,51941,49459,50425,50332,49688,50518,50161,50054,48883,49349,50620,51443,51864,52979,51288,50918,50803,50766,50898,49976,50749,50136,50556
30,        Reserve position in the International Monetary Fund,7376,7906,6619,5040,4846,4573,4463,4244,4302,5237,4750,7683,8201,12114,13471,11385,11598,11365,12938,12492,19332,25541,28804,30080,31436,33930,35248,34161,34039,33860,33462,30750,29820,30535,28358,25164,19783,19236,18891,17609,16677,16733,18348,18385,18295,18846,19040,17633,17927,20476,20024,22016,22090,24375,25632,26153,25492,30631
31,        Other reserve assets,38352,40098,39643,40676,41439,41173,43949,45466,50190,49234,46321,49270,46365,48594,51564,50225,48651,47328,51482,51820,51174,52600,51538,51646,50940,50343,51375,49723,47374,46759,48120,47424,47879,48048,44368,41778,38844,39501,39819,39115,41342,42146,42871,38865,39922,41358,42204,42612,44259,42170,41629,41794,41133,41910,40846,41403,41107,41549
32,          Currency and deposits,16386,17244,17084,17614,17969,18022,19205,19886,22466,20568,18185,18025,16926,17753,22119,21562,20894,20029,21891,21847,20671,21982,21231,26673,21705,21240,25007,24934,23039,21351,21575,20889,20930,24777,22143,19003,17440,17818,17926,17555,19276,20914,23537,17728,20180,22627,25326,25649,27356,27887,27694,27334,27393,28633,28089,29269,29519,30554
33,          Securities,17991,18641,18342,18637,18944,18526,19837,20487,22152,21988,20835,23095,21647,22588,24160,23482,22828,22767,24585,25039,25232,25229,25297,24973,24243,24261,24825,23471,22152,21570,22078,21436,21727,21866,22225,22775,21404,21683,21893,21560,22066,21232,19334,21137,19742,18731,16878,16963,16903,14283,13935,14460,13740,13277,12757,12134,11588,10995
34,          Financial derivatives,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....,.....
35,          Other claims,3975,4213,4217,4425,4526,4625,4907,5093,5572,6678,7301,8150,7792,8253,5285,5181,4929,4532,5006,4934,5271,5389,5010,0,4992,4842,1543,1318,2183,3838,4467,5099,5222,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,  U.S. liabilities,16122685,16485106,17281746,18218331,18960701,20262313,20913533,21983996,23736139,22848492,21741288,23418718,22004103,21132222,22403110,22054085,22522705,22978071,24713638,24279619,24788304,25233740,26435151,26664258,26822016,26767319,27313305,27080174,27767917,27470984,27978365,29513421,29641727,30548680,30877211,31828304,32517930,31562682,30881198,30892217,31914696,32836299,32872184,32160757,32980091,33843203,34649903,35394541,35424210,35840485,36726034,34908211,37077613,38385301,39109732,40203278,39084532,41918647
37,"      Liabilities excluding financial derivatives (sum of lines 39, 42, and 57)",14999185,15256995,16147889,17039172,17762098,18772415,19263877,19496136,19680621,19320437,18603550,17450903,16593811,17239320,18417718,18690641,19206893,18766971,20034451,20737688,21699199,21858711,21327461,22033719,22948063,22679088,23440192,23518189,24559565,24705269,25264912,26573878,27058445,27917784,28171455,28661528,29197410,29118834,28169153,28503324,28892928,29577300,30137484,29998482,31065115,31948915,32978566,33871370,33961675,34385822,35345427,33500663,35613129,36628902,37061864,38433027,36122149,39190077
38,"      Financial derivatives other than reserves, gross negative fair value (line 51)",1123500,1228111,1133857,1179159,1198603,1489898,1649656,2487860,4055518,3528055,3137738,5967815,5410292,3892902,3985392,3363444,3315812,4211100,4679187,3541931,3089105,3375029,5107690,4630539,3873953,4088231,3873113,3561985,3208352,2765715,2713453,2939543,2583282,2630896,2705756,3166776,3320520,2443848,2712045,2388893,3021768,3258999,2734700,2162275,1914976,1894288,1671337,1523171,1462535,1454663,1380607,1407548,1464484,1756399,2047868,1770251,2962383,2728570
 ,    By functional category:, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
39,      Direct investment at market value,3387219,3402912,3571141,3752602,3859621,4100970,4239248,4134239,3917702,3911825,3712136,3091240,2839930,3141287,3497706,3618630,3769042,3456621,3789895,4099097,4283086,4316300,3907462,4199225,4533429,4490546,4686373,4662434,5049925,5181164,5396959,5814935,5776339,6022517,6113129,6378893,6641602,6701131,6383806,6729220,6826316,7073356,7376944,7510517,7874938,8082119,8399723,8814803,8749788,8915687,9517559,8401698,9368827,9730903,9858239,10547095,8762119,10097184
40,        Equity,2595071,2570765,2718977,2895531,2945578,3159356,3254660,3097513,2843693,2788247,2582770,2000508,1749039,2024467,2361405,2513901,2645400,2330094,2635958,2927753,3094281,3109545,2687032,2968362,3317666,3243648,3431446,3415843,3753579,3849140,4044256,4443216,4389794,4621127,4655714,4895752,5077375,5098151,4773045,5110389,5208685,5409046,5651118,5823354,6184271,6373715,6658416,7075812,7004175,7207957,7778464,6725495,7645684,7961923,8061894,8764187,6998985,8404288
41,        Debt instruments,792148,832147,852164,857071,914043,941614,984588,1036726,1074009,1123578,1129366,1090732,1090891,1116820,1136301,1104729,1123642,1126527,1153937,1171344,1188805,1206755,1220430,1230863,1215763,1246898,1254927,1246591,1296346,1332024,1352703,1371719,1386545,1401390,1457415,1483141,1564227,1602980,1610761,1618831,1617631,1664310,1725826,1687163,1690667,1708404,1741307,1738991,1745613,1707730,1739095,1676203,1723143,1768980,1796345,1782908,1763134,1692896
42,      Portfolio investment,7602527,7791430,8342232,8843523,9271729,9780484,10033110,10326974,10368656,10327562,9878568,9475873,9168152,9633155,10251103,10463234,10810833,10684333,11527670,11869262,12215888,12432716,12212692,12647243,13323328,13297524,13814026,13978865,14569596,14433052,14893588,15541251,15936280,16421470,16568406,16921786,17135059,17163769,16512952,16645846,16878023,17150511,17511422,17359963,17907328,18444213,19039406,19398286,19391459,19461236,19857455,18844156,19958848,20537485,20805034,21389779,19933702,22033316
43,        Equity and investment fund shares,2454992,2431169,2599784,2791893,2848797,3129523,3222228,3231651,3011024,2969288,2731517,2132433,1904734,2252181,2688029,2917681,3137639,2814256,3169658,3545769,3793751,3829897,3366482,3841901,4355167,4261853,4508580,4545361,5000428,5076822,5406318,5864600,6051072,6352073,6436702,6642507,6728462,6659703,6094427,6209080,6138131,6185650,6489070,6570218,7008686,7190983,7550790,7941551,7980926,8144340,8529094,7539222,8264823,8610341,8608402,9220209,7648981,9202604
44,        Debt securities,5147535,5360261,5742448,6051630,6422932,6650961,6810882,7095323,7357632,7358274,7147051,7343440,7263418,7380974,7563074,7545553,7673194,7870077,8358012,8323493,8422137,8602819,8846210,8805342,8968161,9035671,9305446,9433504,9569168,9356230,9487270,9676651,9885208,10069397,10131704,10279279,10406597,10504066,10418525,10436766,10739892,10964861,11022352,10789745,10898642,11253230,11488616,11456735,11410533,11316896,11328361,11304934,11694025,11927144,12196632,12169570,12284721,12830712
45,          Short term,589969,627533,616627,621409,668608,643357,709144,800047,859419,862965,937530,1099788,1169319,1138813,1107605,977437,940235,946338,971313,919271,886290,871449,846854,830725,816836,803848,854202,844743,914503,882452,829634,891646,904573,879623,870397,911855,947085,941523,889480,955267,948831,925701,953501,941989,937774,953472,934421,953486,985776,1022385,968077,982211,997358,925308,985203,937299,936022,1273774
46,            Treasury bills and certificates,283078,253270,244681,253331,279615,228764,262209,302698,355671,376743,504793,758010,858614,856841,862615,750437,725805,726862,747492,710280,664932,641382,635127,647673,634173,630097,679051,661654,720235,675367,645031,685527,689327,627612,614066,671641,702290,701278,667144,724731,726608,688156,698788,668867,669184,673004,682136,703141,717150,750747,715577,746676,765441,707811,750086,706231,729509,1040815
47,            Other short-term securities,306891,374263,371946,368078,388993,414593,446935,497349,503748,486222,432737,341778,310705,281972,244990,227000,214430,219476,223821,208991,221358,230067,211727,183052,182663,173751,175151,183089,194268,207085,184603,206119,215246,252011,256331,240214,244795,240245,222336,230536,222223,237545,254713,273122,268590,280468,252285,250345,268626,271638,252500,235535,231917,217497,235117,231068,206513,232959
48,          Long term,4557566,4732728,5125821,5430221,5754324,6007604,6101738,6295276,6498213,6495309,6209521,6243652,6094099,6242161,6455469,6568116,6732959,6923739,7386700,7404223,7535847,7731370,7999356,7974617,8151325,8231823,8451244,8588761,8654665,8473778,8657636,8785005,8980635,9189774,9261307,9367424,9459512,9562543,9529045,9481499,9791061,10039160,10068851,9847756,9960868,10299758,10554195,10503249,10424757,10294511,10360284,10322723,10696667,11001836,11211429,11232271,11348699,11556938
49,            Treasury bonds and notes,1711099,1726941,1811861,1872847,1942381,1964881,1986163,2073744,2200862,2210757,2329086,2494964,2559225,2605142,2723242,2920160,3135897,3342873,3661688,3748544,3875948,4049180,4339272,4356681,4510887,4680774,4793665,4909828,5001076,4919650,5007789,5107089,5258984,5391081,5455085,5486325,5470341,5461863,5438741,5421490,5557826,5590897,5457087,5333930,5406150,5478902,5619803,5508138,5506284,5474268,5510319,5523454,5708558,5918041,6023286,5984576,6219970,5998045
50,            Other long-term securities,2846467,3005787,3313960,3557374,3811943,4042723,4115575,4221532,4297351,4284552,3880435,3748688,3534874,3637019,3732227,3647956,3597062,3580866,3725011,3655679,3659899,3682190,3660084,3617936,3640438,3551049,3657579,3678933,3653589,3554128,3649847,3677916,3721651,3798693,3806222,3881099,3989171,4100680,4090304,4060009,4233235,4448263,4611764,4513826,4554718,4820856,4934392,4995111,4918473,4820243,4849965,4799269,4988109,5083795,5188143,5247695,5128729,5558893
51,"      Financial derivatives other than reserves, gross negative fair value",1123500,1228111,1133857,1179159,1198603,1489898,1649656,2487860,4055518,3528055,3137738,5967815,5410292,3892902,3985392,3363444,3315812,4211100,4679187,3541931,3089105,3375029,5107690,4630539,3873953,4088231,3873113,3561985,3208352,2765715,2713453,2939543,2583282,2630896,2705756,3166776,3320520,2443848,2712045,2388893,3021768,3258999,2734700,2162275,1914976,1894288,1671337,1523171,1462535,1454663,1380607,1407548,1464484,1756399,2047868,1770251,2962383,2728570
52,        Over-the-counter contracts,1105110,1204780,1114914,1156241,1176646,1462713,1621385,2456093,4015089,3469018,3092038,5904724,5373380,3860291,3953022,3333846,3273845,4179917,4649244,3512342,3057775,3345915,5047244,4581255,3825528,4040450,3831621,3527668,3173044,2717685,2667187,2903000,2550067,2597227,2662125,3100777,3254233,2389195,2651739,2345985,2972995,3202389,2690786,2121823,1877648,1852783,1630047,1461027,1414110,1395068,1324213,1366244,1434773,1718640,2010084,1738020,2875313,2678633
53,          Single-currency interest rate contracts,796990,859969,766008,749009,760432,969166,901771,1434083,2320674,1781034,1602170,3977190,3638340,2691915,2980283,2532612,2556552,3380359,3855297,2787529,2351917,2638079,4095128,3799720,3140763,3360305,3191914,2912113,2563709,2152279,2114023,2319871,2012091,2129941,2046661,2433398,2563247,1832846,2076674,1803153,2382751,2586482,2223140,1580491,1426906,1371990,1166557,1020705,980862,919710,856259,893650,1001590,1278321,1547530,1276262,2129467,2171593
54,          Foreign exchange contracts,124814,140948,131233,151046,140273,166586,242717,240138,367553,294743,325466,481833,322645,281350,303038,245230,232597,299236,343410,304088,298571,311986,424577,330141,298390,289351,294301,295181,300138,272150,270744,306521,271081,216446,379484,397168,447391,351073,366655,347634,400352,431858,290913,368529,280535,305326,281738,268688,261749,316669,290427,298960,276994,284780,304845,296104,470220,318119
55,          Other contracts,183306,203863,217673,256186,275941,326961,476897,781872,1326862,1393241,1164402,1445701,1412395,887026,669701,556004,484696,500322,450537,420725,407287,395850,527539,451394,386375,390794,345406,320374,309197,293256,282420,276608,266895,250840,235980,270211,243595,205276,208410,195198,189892,184049,176733,172803,170207,175467,181752,171634,171499,158689,177527,173634,156189,155539,157709,165654,275626,188921
56,        Exchange-traded contracts,18390,23331,18943,22918,21957,27185,28271,31767,40429,59037,45700,63091,36912,32611,32370,29598,41967,31183,29943,29589,31330,29114,60446,49284,48425,47781,41492,34317,35308,48030,46266,36543,33215,33669,43631,65999,66287,54653,60306,42908,48773,56610,43914,40452,37328,41505,41290,62144,48425,59595,56394,41304,29711,37759,37784,32231,87070,49937
57,      Other investment,4009439,4062653,4234516,4443047,4630748,4890961,4991519,5034923,5394263,5081050,5012846,4883790,4585729,4464878,4668909,4608777,4627018,4626017,4716886,4769329,5200225,5109695,5207307,5187251,5091306,4891017,4939793,4876890,4940044,5091052,4974365,5217691,5345826,5473798,5489920,5360849,5420749,5253935,5272395,5128258,5188589,5353433,5249118,5128002,5282849,5422582,5539438,5658281,5820428,6008900,5970413,6254809,6285454,6360515,6398591,6496153,7426328,7059577
58,        Other equity,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
59,        Currency and deposits,1561152,1609021,1622382,1764543,1800077,1870955,1927710,2020793,2145946,2060225,2063966,2331692,2180684,2040753,2151558,2248451,2274774,2289061,2332751,2364754,2553625,2603939,2821913,2838712,2714193,2529540,2620937,2601672,2598915,2702247,2662057,2674496,2795385,2907099,2937990,2891305,2892594,2892306,2892053,2947074,2912445,3026234,2969593,2967332,3040759,3177135,3167414,3228360,3246017,3189528,3152777,3257175,3230182,3345428,3433802,3458791,3959351,3719357
60,        Loans,2383728,2384603,2544182,2611946,2761533,2939639,2978352,2926354,3149250,2915906,2842456,2458056,2312969,2328170,2364439,2211894,2197232,2177184,2221687,2238430,2476753,2333026,2201031,2165106,2190083,2173593,2123077,2080724,2144993,2189512,2111118,2344810,2338946,2350821,2344379,2263616,2321086,2151397,2167400,1969747,2059947,2107791,2063437,1944943,2017406,2019777,2139579,2196566,2329889,2572253,2568663,2749721,2800396,2761988,2713964,2782464,3212127,3083445
61,        Insurance technical reserves,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
62,        Trade credit and advances,57500,61781,60718,59187,61739,72941,77830,80034,91010,96915,98794,86495,84751,88350,96959,93068,101394,107544,107490,111758,113854,116209,129213,129214,132323,134291,141316,140217,143191,146180,147013,143999,156910,161284,155193,154763,158351,160563,163369,162499,166444,170007,166795,168251,176767,176532,182533,183061,193178,197445,199699,198797,205849,204002,202679,206064,206651,208191
63,        Special drawing rights allocations,7059,7248,7234,7371,7399,7426,7627,7742,8057,8004,7630,7547,7325,7605,55953,55364,53618,52228,54958,54387,55993,56521,55150,54219,54707,53593,54463,54277,52945,53113,54177,54386,54585,54594,52358,51166,48718,49668,49574,48938,49753,49401,49294,47476,47918,49138,49912,50294,51344,49674,49274,49117,49027,49096,48146,48835,48199,48584
Legend / Footnotes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n.a. Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..... Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
